3000
EL_1| 12 74.8
EL_3356| 77 66.5
EL_3357| 71 65.4
EL_3358| 38 45.6
EL_3359| 39 68.6
EL_3360| 11 74.4
EL_3361| 1 0.1
EL_3362| 23 5.3
EL_3363| 84 71.3
EL_3364| 79 92.7
EL_3365| 28 35.7
EL_3366| 85 99.1
EL_3367| 15 65.3
EL_3368| 25 95.1
EL_3369| 67 21.9
EL_3370| 96 78.8
EL_3371| 100 56.9
EL_3372| 25 90.8
EL_3373| 66 72.6
EL_3374| 91 45.1
EL_3375| 70 4
EL_3376| 74 34.6
EL_3377| 20 16.8
EL_3378| 9 79.1
EL_3379| 23 30.2
EL_3380| 73 36
EL_3381| 30 80.6
EL_3382| 35 60.2
EL_3383| 82 29.4
EL_3384| 24 54.2
EL_3385| 78 84
EL_3386| 65 10.2
EL_3387| 0 70.4
EL_3388| 27 16.1
EL_3389| 86 37.4
EL_3390| 77 7.5
EL_3391| 88 32
EL_3392| 8 16.5
EL_3393| 78 63.4
EL_3394| 37 40.4
EL_3395| 6 82.6
EL_3396| 24 85.6
EL_3397| 17 37.3
EL_3398| 90 36.7
EL_3399| 76 58.9
EL_3400| 89 44
EL_3401| 14 16.8
EL_3402| 2 99.1
EL_3403| 74 5
EL_3404| 88 99.1
EL_3405| 67 59.5
EL_3406| 69 59.8
EL_3407| 40 37.5
EL_3408| 36 86.2
EL_3409| 16 81.8
EL_3410| 18 24
EL_3411| 3 24.1
EL_3412| 11 71.3
EL_3413| 11 31.5
EL_3414| 3 87.8
EL_3415| 25 10.5
EL_3416| 93 32.9
EL_3417| 94 55.9
EL_3418| 29 18.8
EL_3419| 6 80.4
EL_3420| 84 80
EL_3421| 87 16.9
EL_3422| 40 44.5
EL_3423| 38 57.9
EL_3424| 63 27.5
EL_3425| 61 95.2
EL_3426| 95 68.4
EL_3427| 8 48.2
EL_3428| 15 76.3
EL_3429| 15 30.4
EL_3430| 28 1.5
EL_3431| 3 59
EL_3432| 38 8.4
EL_3433| 10 86.9
EL_3434| 8 9.3
EL_3435| 1 40.6
EL_3436| 84 74.4
EL_3437| 89 92.7
EL_3438| 7 56.1
EL_3439| 79 19.3
EL_3440| 33 42.2
EL_3441| 24 37.6
EL_3442| 19 54.6
EL_3443| 81 21.6
EL_3444| 31 47.3
EL_3445| 25 90.4
EL_3446| 40 9.7
EL_3447| 1 85
EL_3448| 23 20.4
EL_3449| 69 34.3
EL_3450| 87 55.1
EL_3451| 63 85.1
EL_3452| 6 22.4
EL_3453| 66 31.5
EL_3454| 24 97.6
EL_3455| 17 4.6
EL_3456| 91 71.3
EL_3457| 71 49.3
EL_3458| 16 41.8
EL_3459| 34 25.9
EL_3460| 77 86.8
EL_3461| 28 89.3
EL_3462| 1 68.9
EL_3463| 6 40.7
EL_3464| 87 71.6
EL_3465| 13 84.4
EL_3466| 82 5.8
EL_3467| 11 10.7
EL_3468| 62 23.3
EL_3469| 72 97.8
EL_3470| 34 11
EL_3471| 14 94.9
EL_3472| 3 56
EL_3473| 19 62.5
EL_3474| 89 45.6
EL_3475| 30 98.3
EL_3476| 81 90.9
EL_3477| 12 33.2
EL_3478| 2 93.4
EL_3479| 23 28.7
EL_3480| 80 53.6
EL_3481| 75 3.3
EL_3482| 1 29.2
EL_3483| 21 74.1
EL_3484| 36 7.5
EL_3485| 77 57.1
EL_3486| 8 64.2
EL_3487| 83 33.2
EL_3488| 95 29.6
EL_3489| 74 14.8
EL_3490| 85 5.8
EL_3491| 15 20.3
EL_3492| 93 28.8
EL_3493| 67 82.3
EL_3494| 72 89
EL_3495| 90 25.6
EL_3496| 11 48.7
EL_3497| 12 42.1
EL_3498| 93 47.6
EL_3499| 69 97.7
EL_3500| 90 80.9
EL_3501| 4 43.7
EL_3502| 63 69
EL_3503| 82 73
EL_3504| 90 25.8
EL_3505| 66 94.1
EL_3506| 3 23.5
EL_3507| 68 92.6
EL_3508| 79 74.1
EL_3509| 86 72
EL_3510| 17 22.6
EL_3511| 86 39.2
EL_3512| 8 32.9
EL_3513| 61 0.3
EL_3514| 77 53
EL_3515| 18 23.4
EL_3516| 98 44.8
EL_3517| 80 61.3
EL_3518| 21 18.9
EL_3519| 39 82.2
EL_3520| 33 78.5
EL_3521| 22 0.3
EL_3522| 70 46.4
EL_3523| 73 16.8
EL_3524| 90 50
EL_3525| 11 90.2
EL_3526| 27 32.9
EL_3527| 6 31.8
EL_3528| 79 54
EL_3529| 81 67.2
EL_3530| 36 58.8
EL_3531| 28 53.3
EL_3532| 100 89.4
EL_3533| 2 42.8
EL_3534| 26 90.5
EL_3535| 79 19.2
EL_3536| 60 96.8
EL_3537| 83 34.1
EL_3538| 20 37.4
EL_3539| 5 51.8
EL_3540| 71 28
EL_3541| 2 32.4
EL_3542| 12 59.6
EL_3543| 18 71.5
EL_3544| 71 84.6
EL_3545| 73 24.3
EL_3546| 8 96.6
EL_3547| 20 27.3
EL_3548| 9 10.4
EL_3549| 39 77.2
EL_3550| 84 40.2
EL_3551| 30 63
EL_3552| 65 4
EL_3553| 77 82.8
EL_3554| 92 29.5
EL_3555| 69 63.7
EL_3556| 86 81.1
EL_3557| 61 43.8
EL_3558| 78 91.2
EL_3559| 70 25.3
EL_3560| 88 23.6
EL_3561| 66 30.4
EL_3562| 79 75.3
EL_3563| 84 63.3
EL_3564| 89 36.8
EL_3565| 76 5.5
EL_3566| 28 17.1
EL_3567| 11 3.5
EL_3568| 87 80.4
EL_3569| 19 40.4
EL_3570| 5 72
EL_3571| 76 89.2
EL_3572| 64 72.7
EL_3573| 35 78.4
EL_3574| 80 90.7
EL_3575| 82 95.3
EL_3576| 18 84.5
EL_3577| 81 10.3
EL_3578| 15 59.7
EL_3579| 7 40.8
EL_3580| 32 77.1
EL_3581| 7 41.2
EL_3582| 70 48.3
EL_3583| 98 44.5
EL_3584| 30 76.2
EL_3585| 14 8.6
EL_3586| 94 82.7
EL_3587| 77 13.3
EL_3588| 16 86.6
EL_3589| 9 96.4
EL_3590| 26 49.6
EL_3591| 77 32.2
EL_3592| 82 11.1
EL_3593| 61 92.2
EL_3594| 11 59.2
EL_3595| 93 38.7
EL_3596| 86 82.3
EL_3597| 86 99.9
EL_3598| 21 7.4
EL_3599| 84 75.8
EL_3600| 70 28.2
EL_3601| 25 29.7
EL_3602| 77 13
EL_3603| 33 77.3
EL_3604| 73 24.8
EL_3605| 34 82.8
EL_3606| 24 57.4
EL_3607| 22 49.4
EL_3608| 26 98.9
EL_3609| 38 32.1
EL_3610| 11 63.2
EL_3611| 61 2.3
EL_3612| 31 16.6
EL_3613| 81 2.8
EL_3614| 66 57.2
EL_3615| 35 7.5
EL_3616| 23 65.1
EL_3617| 20 70.2
EL_3618| 28 14.1
EL_3619| 93 1.9
EL_3620| 64 43
EL_3621| 68 52.4
EL_3622| 76 30.8
EL_3623| 30 51.6
EL_3624| 69 0.8
EL_3625| 31 57.8
EL_3626| 81 83.9
EL_3627| 17 15.4
EL_3628| 27 1.4
EL_3629| 6 77.4
EL_3630| 61 37
EL_3631| 12 36.3
EL_3632| 73 92.4
EL_3633| 29 3.5
EL_3634| 89 50.7
EL_3635| 15 96
EL_3636| 0 95.6
EL_3637| 70 78.3
EL_3638| 86 15.7
EL_3639| 80 33.6
EL_3640| 30 21.6
EL_3641| 4 63.5
EL_3642| 83 81.3
EL_3643| 38 40.1
EL_3644| 39 58.7
EL_3645| 77 33.6
EL_3646| 28 62.1
EL_3647| 26 86
EL_3648| 37 59
EL_3649| 29 97.6
EL_3650| 11 61.7
EL_3651| 99 72.9
EL_3652| 90 76.4
EL_3653| 64 63.2
EL_3654| 1 9.1
EL_3655| 31 48.1
EL_3656| 7 74.3
EL_3657| 12 75.9
EL_3658| 64 0.4
EL_3659| 76 7.1
EL_3660| 98 38.5
EL_3661| 98 58.4
EL_3662| 17 88.2
EL_3663| 7 56.9
EL_3664| 20 8.4
EL_3665| 99 17.8
EL_3666| 0 11.3
EL_3667| 0 54.4
EL_3668| 8 61
EL_3669| 31 9.9
EL_3670| 80 52.9
EL_3671| 90 85.2
EL_3672| 63 85.2
EL_3673| 68 0.2
EL_3674| 8 45.5
EL_3675| 70 78.1
EL_3676| 80 3.4
EL_3677| 93 7.6
EL_3678| 26 51.9
EL_3679| 86 3.3
EL_3680| 69 9.3
EL_3681| 17 66.5
EL_3682| 40 57.8
EL_3683| 68 47.1
EL_3684| 18 94.7
EL_3685| 71 56.8
EL_3686| 93 0.2
EL_3687| 60 49.2
EL_3688| 19 37.8
EL_3689| 34 35.5
EL_3690| 13 39.8
EL_3691| 86 86.3
EL_3692| 76 60
EL_3693| 18 41.8
EL_3694| 7 43
EL_3695| 94 7
EL_3696| 31 77.3
EL_3697| 89 9.4
EL_3698| 39 8
EL_3699| 16 41
EL_3700| 4 44.3
EL_3701| 23 2.2
EL_3702| 80 98.4
EL_3703| 98 12.7
EL_3704| 11 7
EL_3705| 37 85.1
EL_3706| 70 39.1
EL_3707| 100 60.4
EL_3708| 68 86.8
EL_3709| 1 3.8
EL_3710| 38 56.7
EL_3711| 2 84.8
EL_3712| 6 71.1
EL_3713| 6 14.7
EL_3714| 99 14
EL_3715| 64 21.6
EL_3716| 26 68.1
EL_3717| 3 60.5
EL_3718| 78 93.3
EL_3719| 2 7.2
EL_3720| 7 96.9
EL_3721| 0 60.7
EL_3722| 2 22.5
EL_3723| 7 66.7
EL_3724| 65 32.2
EL_3725| 89 29.2
EL_3726| 22 75
EL_3727| 34 19.9
EL_3728| 76 51.4
EL_3729| 17 84.1
EL_3730| 2 8.8
EL_3731| 97 40.7
EL_3732| 7 50.7
EL_3733| 10 46.6
EL_3734| 5 81
EL_3735| 89 6.3
EL_3736| 32 63
EL_3737| 60 25
EL_3738| 32 83.5
EL_3739| 100 44.1
EL_3740| 22 0.6
EL_3741| 69 52.8
EL_3742| 31 91.5
EL_3743| 28 48.8
EL_3744| 74 17.1
EL_3745| 73 74.2
EL_3746| 35 37.6
EL_3747| 73 57.3
EL_3748| 86 16.4
EL_3749| 79 13.7
EL_3750| 84 37.3
EL_3751| 61 45.9
EL_3752| 35 28
EL_3753| 66 96.9
EL_3754| 27 29.4
EL_3755| 36 29.7
EL_3756| 28 19.1
EL_3757| 81 55.4
EL_3758| 73 16.3
EL_3759| 63 83.4
EL_3760| 6 19.8
EL_3761| 19 77.9
EL_3762| 30 95.8
EL_3763| 99 62.7
EL_3764| 65 59.8
EL_3765| 86 6.6
EL_3766| 26 47.2
EL_3767| 9 0.8
EL_3768| 12 55.1
EL_3769| 65 71.1
EL_3770| 15 60.3
EL_3771| 68 68.9
EL_3772| 75 56.6
EL_3773| 9 91.8
EL_3774| 2 71.5
EL_3775| 100 1.6
EL_3776| 28 22.5
EL_3777| 97 70.4
EL_3778| 4 35.9
EL_3779| 15 63.3
EL_3780| 38 85.3
EL_3781| 19 2.9
EL_3782| 75 6
EL_3783| 16 74.8
EL_3784| 99 72
EL_3785| 91 3.6
EL_3786| 28 31.4
EL_3787| 82 17.5
EL_3788| 89 58.7
EL_3789| 7 79.9
EL_3790| 26 97.7
EL_3791| 32 38.3
EL_3792| 33 7.3
EL_3793| 90 49.9
EL_3794| 87 88.4
EL_3795| 28 49.1
EL_3796| 61 43.7
EL_3797| 31 74.6
EL_3798| 5 34.7
EL_3799| 76 86.3
EL_3800| 67 8.2
EL_3801| 5 91.8
EL_3802| 32 9.6
EL_3803| 73 1.3
EL_3804| 66 95.1
EL_3805| 100 93.7
EL_3806| 62 20.8
EL_3807| 12 25.8
EL_3808| 93 53.7
EL_3809| 39 69
EL_3810| 92 30.7
EL_3811| 79 84.5
EL_3812| 85 68.6
EL_3813| 31 88
EL_3814| 64 90.5
EL_3815| 23 46.7
EL_3816| 72 77
EL_3817| 23 27.6
EL_3818| 29 99
EL_3819| 72 53.2
EL_3820| 82 84
EL_3821| 67 19.1
EL_3822| 61 1.3
EL_3823| 18 68
EL_3824| 38 87.8
EL_3825| 0 32.9
EL_3826| 34 69.2
EL_3827| 100 85.6
EL_3828| 94 10
EL_3829| 93 13.9
EL_3830| 69 49.1
EL_3831| 62 87.6
EL_3832| 86 35.7
EL_3833| 65 33.4
EL_3834| 68 73.3
EL_3835| 64 26.1
EL_3836| 97 36.2
EL_3837| 84 84.5
EL_3838| 80 10.1
EL_3839| 40 26
EL_3840| 96 35
EL_3841| 60 46.7
EL_3842| 96 70.1
EL_3843| 84 76.4
EL_3844| 0 71
EL_3845| 20 65.7
EL_3846| 24 43
EL_3847| 83 29.3
EL_3848| 20 27.9
EL_3849| 100 5.5
EL_3850| 37 14.5
EL_3851| 7 37.2
EL_3852| 21 26
EL_3853| 13 69.7
EL_3854| 86 2.2
EL_3855| 64 43.4
EL_3856| 2 57.5
EL_3857| 22 52.3
EL_3858| 23 0.2
EL_3859| 27 66.5
EL_3860| 74 69.9
EL_3861| 30 59.4
EL_3862| 61 60.2
EL_3863| 34 39.8
EL_3864| 69 42.1
EL_3865| 38 33.6
EL_3866| 99 24.9
EL_3867| 79 28
EL_3868| 64 34.6
EL_3869| 35 6.5
EL_3870| 94 3
EL_3871| 12 48.2
EL_3872| 86 98.7
EL_3873| 77 67
EL_3874| 85 79.3
EL_3875| 24 94.6
EL_3876| 90 84.8
EL_3877| 30 96.6
EL_3878| 84 24.8
EL_3879| 80 22
EL_3880| 91 56
EL_3881| 6 96.7
EL_3882| 94 49.1
EL_3883| 66 62.5
EL_3884| 19 77.6
EL_3885| 27 70
EL_3886| 61 29
EL_3887| 18 96.9
EL_3888| 97 20.1
EL_3889| 6 61.6
EL_3890| 37 32.8
EL_3891| 17 11.4
EL_3892| 4 19.4
EL_3893| 96 99
EL_3894| 11 29.8
EL_3895| 79 37.3
EL_3896| 100 54.2
EL_3897| 37 44.8
EL_3898| 92 10.9
EL_3899| 99 50.6
EL_3900| 90 29
EL_3901| 61 42.2
EL_3902| 87 73.8
EL_3903| 68 44.6
EL_3904| 91 35.8
EL_3905| 13 24.7
EL_3906| 83 93
EL_3907| 100 58.9
EL_3908| 62 54.6
EL_3909| 90 95.8
EL_3910| 62 34.3
EL_3911| 23 86.5
EL_3912| 23 12.6
EL_3913| 81 99.6
EL_3914| 23 6.2
EL_3915| 66 70.4
EL_3916| 21 60.8
EL_3917| 3 17
EL_3918| 78 25.6
EL_3919| 2 42.3
EL_3920| 80 93.7
EL_3921| 62 1.1
EL_3922| 40 8.8
EL_3923| 37 23.9
EL_3924| 0 16.2
EL_3925| 94 3.7
EL_3926| 33 24.7
EL_3927| 25 36.3
EL_3928| 17 67
EL_3929| 69 70.8
EL_3930| 35 60
EL_3931| 100 63
EL_3932| 69 1
EL_3933| 64 88.8
EL_3934| 98 48.4
EL_3935| 89 31.8
EL_3936| 93 45.9
EL_3937| 100 88.2
EL_3938| 36 24.9
EL_3939| 79 22
EL_3940| 80 80.6
EL_3941| 89 61.9
EL_3942| 18 67.3
EL_3943| 25 53
EL_3944| 93 4.2
EL_3945| 91 37.5
EL_3946| 16 15.5
EL_3947| 83 85.2
EL_3948| 80 9.1
EL_3949| 12 64.5
EL_3950| 19 86.1
EL_3951| 0 82.4
EL_3952| 63 99
EL_3953| 15 4.2
EL_3954| 88 76.4
EL_3955| 19 29.1
EL_3956| 95 58.7
EL_3957| 75 7.9
EL_3958| 80 14.1
EL_3959| 3 78.9
EL_3960| 60 6
EL_3961| 39 76.7
EL_3962| 67 96.1
EL_3963| 21 96.2
EL_3964| 34 63.1
EL_3965| 67 41.7
EL_3966| 29 9.3
EL_3967| 90 34.8
EL_3968| 22 15.9
EL_3969| 0 8.3
EL_3970| 5 87.2
EL_3971| 70 98.7
EL_3972| 66 95.9
EL_3973| 9 36.6
EL_3974| 76 32
EL_3975| 6 83.8
EL_3976| 8 69.1
EL_3977| 84 83.4
EL_3978| 34 47.8
EL_3979| 29 73.7
EL_3980| 100 88.1
EL_3981| 17 93.2
EL_3982| 25 5.1
EL_3983| 39 6.7
EL_3984| 19 57.4
EL_3985| 80 27.3
EL_3986| 88 40.8
EL_3987| 31 37.7
EL_3988| 83 55.2
EL_3989| 38 23.8
EL_3990| 25 12.1
EL_3991| 99 66.5
EL_3992| 62 67
EL_3993| 6 66.9
EL_3994| 88 67.4
EL_3995| 29 79.7
EL_3996| 8 66.9
EL_3997| 0 57.1
EL_3998| 83 80.1
EL_3999| 3 23.6
EL_4000| 100 84
EL_4001| 40 11.1
EL_4002| 64 10.2
EL_4003| 61 68.2
EL_4004| 10 98.9
EL_4005| 9 94.7
EL_4006| 86 30.5
EL_4007| 95 86.7
EL_4008| 66 74.2
EL_4009| 63 33.2
EL_4010| 64 33.3
EL_4011| 73 76.6
EL_4012| 17 15.4
EL_4013| 4 3.4
EL_4014| 27 91.7
EL_4015| 23 97.8
EL_4016| 60 24.8
EL_4017| 33 32.5
EL_4018| 75 89.8
EL_4019| 11 5.9
EL_4020| 22 26.6
EL_4021| 31 39.3
EL_4022| 29 98
EL_4023| 74 61.6
EL_4024| 91 26.8
EL_4025| 26 38.4
EL_4026| 17 5.6
EL_4027| 74 55.6
EL_4028| 100 78.7
EL_4029| 62 62.4
EL_4030| 30 17.9
EL_4031| 69 22.1
EL_4032| 28 56.4
EL_4033| 82 65.1
EL_4034| 70 13.5
EL_4035| 12 8.8
EL_4036| 84 89.5
EL_4037| 91 13.3
EL_4038| 65 36.1
EL_4039| 12 13.4
EL_4040| 79 14
EL_4041| 36 83.9
EL_4042| 36 25.4
EL_4043| 62 56
EL_4044| 94 51.3
EL_4045| 80 56.8
EL_4046| 73 59.9
EL_4047| 22 79.1
EL_4048| 29 67.5
EL_4049| 68 47.5
EL_4050| 37 10.9
EL_4051| 97 56.2
EL_4052| 100 90.1
EL_4053| 66 54.3
EL_4054| 100 92.1
EL_4055| 14 22.7
EL_4056| 12 70.2
EL_4057| 76 47.3
EL_4058| 69 54
EL_4059| 85 3.2
EL_4060| 6 81.9
EL_4061| 12 17.5
EL_4062| 26 68.6
EL_4063| 90 13.7
EL_4064| 27 93.4
EL_4065| 17 74.2
EL_4066| 97 85.1
EL_4067| 25 37.2
EL_4068| 31 59.1
EL_4069| 99 81.1
EL_4070| 94 82.7
EL_4071| 4 98.6
EL_4072| 94 34.4
EL_4073| 89 28.9
EL_4074| 24 44.8
EL_4075| 82 68.1
EL_4076| 3 55.1
EL_4077| 13 42.3
EL_4078| 87 8.1
EL_4079| 96 37.8
EL_4080| 63 31.6
EL_4081| 76 18.9
EL_4082| 61 23.8
EL_4083| 74 20.9
EL_4084| 83 0.5
EL_4085| 90 43.2
EL_4086| 18 52.4
EL_4087| 36 10.3
EL_4088| 0 56.1
EL_4089| 27 62.8
EL_4090| 23 61.5
EL_4091| 20 36.8
EL_4092| 24 66
EL_4093| 36 29.8
EL_4094| 91 10.9
EL_4095| 3 4.6
EL_4096| 29 9.9
EL_4097| 84 67.3
EL_4098| 90 38.8
EL_4099| 82 50.1
EL_4100| 29 13.5
EL_4101| 36 44.7
EL_4102| 84 36.7
EL_4103| 74 86.8
EL_4104| 14 95.6
EL_4105| 71 29.5
EL_4106| 68 64.3
EL_4107| 78 25.5
EL_4108| 26 16.7
EL_4109| 80 18.8
EL_4110| 5 72.2
EL_4111| 62 47.4
EL_4112| 84 80.5
EL_4113| 14 76
EL_4114| 40 79.6
EL_4115| 3 62.5
EL_4116| 90 99.9
EL_4117| 97 31.5
EL_4118| 15 31.9
EL_4119| 26 49.8
EL_4120| 31 93
EL_4121| 82 15
EL_4122| 12 79.9
EL_4123| 34 36.8
EL_4124| 70 98.3
EL_4125| 0 21.6
EL_4126| 9 62.3
EL_4127| 93 13.7
EL_4128| 71 99.8
EL_4129| 22 45.2
EL_4130| 13 64.1
EL_4131| 98 58.5
EL_4132| 68 81.5
EL_4133| 6 41.8
EL_4134| 21 1.2
EL_4135| 60 63.2
EL_4136| 15 73.5
EL_4137| 60 68.6
EL_4138| 65 11.5
EL_4139| 83 0.6
EL_4140| 28 20.2
EL_4141| 61 94.2
EL_4142| 69 12.1
EL_4143| 39 3.8
EL_4144| 80 70.7
EL_4145| 30 92.6
EL_4146| 69 13
EL_4147| 9 37.2
EL_4148| 80 1.7
EL_4149| 72 30.2
EL_4150| 27 15.9
EL_4151| 75 30
EL_4152| 75 55.1
EL_4153| 10 79.6
EL_4154| 79 3.9
EL_4155| 65 30.2
EL_4156| 30 53.5
EL_4157| 16 21.9
EL_4158| 67 51.2
EL_4159| 70 62.8
EL_4160| 37 49.3
EL_4161| 40 54.3
EL_4162| 13 67.8
EL_4163| 82 90.7
EL_4164| 69 92.7
EL_4165| 94 43.5
EL_4166| 15 48.8
EL_4167| 36 51.9
EL_4168| 38 35.4
EL_4169| 27 66.8
EL_4170| 17 33.7
EL_4171| 7 61.9
EL_4172| 90 11.4
EL_4173| 23 60.2
EL_4174| 3 70
EL_4175| 95 32.4
EL_4176| 60 99.9
EL_4177| 20 58.6
EL_4178| 78 40.9
EL_4179| 75 82.4
EL_4180| 15 25.6
EL_4181| 99 6.2
EL_4182| 15 93.1
EL_4183| 16 30.6
EL_4184| 19 64.7
EL_4185| 68 42.2
EL_4186| 87 41.5
EL_4187| 76 25.3
EL_4188| 85 35.3
EL_4189| 86 25.7
EL_4190| 87 12
EL_4191| 7 67.9
EL_4192| 16 82.9
EL_4193| 75 59.1
EL_4194| 66 57.1
EL_4195| 98 45.6
EL_4196| 32 19.1
EL_4197| 71 63.5
EL_4198| 19 18.9
EL_4199| 92 20.9
EL_4200| 66 1.4
EL_4201| 35 20.5
EL_4202| 77 20.7
EL_4203| 79 27.5
EL_4204| 90 17.1
EL_4205| 34 92.1
EL_4206| 12 40.1
EL_4207| 84 44.4
EL_4208| 95 17
EL_4209| 76 62.5
EL_4210| 64 52.2
EL_4211| 73 27.9
EL_4212| 79 97.1
EL_4213| 35 52.8
EL_4214| 92 16.6
EL_4215| 77 16.6
EL_4216| 99 73.7
EL_4217| 34 44.4
EL_4218| 73 44.3
EL_4219| 85 94.9
EL_4220| 66 30.3
EL_4221| 37 76.7
EL_4222| 40 77.6
EL_4223| 98 15.9
EL_4224| 79 70.4
EL_4225| 22 67.9
EL_4226| 26 23
EL_4227| 38 39.8
EL_4228| 17 71.1
EL_4229| 16 19.6
EL_4230| 89 82.7
EL_4231| 14 4.3
EL_4232| 81 34.1
EL_4233| 83 46.8
EL_4234| 83 98.8
EL_4235| 62 68.8
EL_4236| 91 80.9
EL_4237| 24 15.3
EL_4238| 87 63
EL_4239| 31 59.6
EL_4240| 80 79.6
EL_4241| 23 43
EL_4242| 75 50.3
EL_4243| 73 63.8
EL_4244| 62 56.5
EL_4245| 38 54.8
EL_4246| 24 92.8
EL_4247| 73 15.8
EL_4248| 20 13.3
EL_4249| 2 91.2
EL_4250| 81 94.5
EL_4251| 72 25
EL_4252| 84 8.5
EL_4253| 30 50
EL_4254| 71 71.6
EL_4255| 5 21
EL_4256| 76 34.9
EL_4257| 77 92.2
EL_4258| 68 27.1
EL_4259| 60 11.3
EL_4260| 67 28.5
EL_4261| 92 27.2
EL_4262| 35 78.5
EL_4263| 2 53.3
EL_4264| 75 51.9
EL_4265| 88 22.3
EL_4266| 19 70.1
EL_4267| 89 15.2
EL_4268| 24 5.4
EL_4269| 93 67.7
EL_4270| 31 5.2
EL_4271| 37 21.6
EL_4272| 82 35.9
EL_4273| 80 2.1
EL_4274| 77 79.1
EL_4275| 92 80.5
EL_4276| 8 68
EL_4277| 70 5.7
EL_4278| 63 72
EL_4279| 79 88.8
EL_4280| 7 81.8
EL_4281| 93 81.2
EL_4282| 37 2.6
EL_4283| 13 76.9
EL_4284| 26 65.3
EL_4285| 11 44.7
EL_4286| 36 49.8
EL_4287| 94 76
EL_4288| 64 88.1
EL_4289| 74 96.3
EL_4290| 72 30.3
EL_4291| 22 24.3
EL_4292| 71 47
EL_4293| 15 21.6
EL_4294| 19 55.7
EL_4295| 73 33.5
EL_4296| 77 71.2
EL_4297| 32 17.2
EL_4298| 82 9.1
EL_4299| 89 14.9
EL_4300| 25 1.7
EL_4301| 71 90.7
EL_4302| 17 20
EL_4303| 40 55.8
EL_4304| 70 9.9
EL_4305| 28 99.7
EL_4306| 12 22.4
EL_4307| 15 71.8
EL_4308| 9 45.7
EL_4309| 99 41.7
EL_4310| 36 69.6
EL_4311| 87 28.4
EL_4312| 79 50.6
EL_4313| 10 23.8
EL_4314| 82 60.7
EL_4315| 77 89.9
EL_4316| 91 39
EL_4317| 64 86
EL_4318| 69 1
EL_4319| 97 72.7
EL_4320| 7 25.7
EL_4321| 81 85.5
EL_4322| 74 95.5
EL_4323| 75 23.7
EL_4324| 87 75
EL_4325| 5 22.6
EL_4326| 97 55.1
EL_4327| 83 23.2
EL_4328| 81 10.4
EL_4329| 29 60.8
EL_4330| 100 19.7
EL_4331| 64 65.5
EL_4332| 33 18.2
EL_4333| 30 88.8
EL_4334| 32 74.5
EL_4335| 72 14.1
EL_4336| 34 68.4
EL_4337| 19 68
EL_4338| 11 21.3
EL_4339| 98 61.6
EL_4340| 24 47.4
EL_4341| 27 25.9
EL_4342| 24 96.8
EL_4343| 62 42.6
EL_4344| 63 83.7
EL_4345| 96 96
EL_4346| 13 42.4
EL_4347| 85 9.6
EL_4348| 61 91.3
EL_4349| 8 19.2
EL_4350| 1 10.5
EL_4351| 64 80.2
EL_4352| 79 91.2
EL_4353| 12 38.8
EL_4354| 32 46.7
EL_4355| 75 69.5
EL_4356| 75 96.5
EL_4357| 83 10.4
EL_4358| 84 60
EL_4359| 12 14.6
EL_4360| 19 25.4
EL_4361| 17 85.4
EL_4362| 10 82.2
EL_4363| 82 35.9
EL_4364| 71 84.7
EL_4365| 5 28.6
EL_4366| 74 20.7
EL_4367| 12 73.1
EL_4368| 33 74.8
EL_4369| 16 60.7
EL_4370| 0 7.8
EL_4371| 73 33.4
EL_4372| 29 93
EL_4373| 70 71.3
EL_4374| 74 32.1
EL_4375| 88 44.9
EL_4376| 65 0.6
EL_4377| 36 60.8
EL_4378| 17 53.9
EL_4379| 19 41.3
EL_4380| 69 17.4
EL_4381| 84 73.7
EL_4382| 32 57.3
EL_4383| 87 90.4
EL_4384| 91 50.9
EL_4385| 94 76.5
EL_4386| 4 32.9
EL_4387| 19 79.8
EL_4388| 31 6
EL_4389| 32 91.5
EL_4390| 68 70.1
EL_4391| 73 22.6
EL_4392| 26 74.4
EL_4393| 75 41.8
EL_4394| 32 48.8
EL_4395| 11 4.7
EL_4396| 82 4
EL_4397| 37 93.1
EL_4398| 66 23.8
EL_4399| 93 29.8
EL_4400| 100 12.9
EL_4401| 80 95.2
EL_4402| 20 91.7
EL_4403| 19 88.4
EL_4404| 68 74.5
EL_4405| 20 32.4
EL_4406| 6 69
EL_4407| 77 61.9
EL_4408| 5 0.3
EL_4409| 39 72.3
EL_4410| 99 14.2
EL_4411| 85 43.5
EL_4412| 86 99.2
EL_4413| 92 57.9
EL_4414| 90 48
EL_4415| 82 34.4
EL_4416| 82 31.9
EL_4417| 85 45
EL_4418| 65 80.4
EL_4419| 99 72
EL_4420| 30 44.1
EL_4421| 94 45.4
EL_4422| 93 30
EL_4423| 31 39.1
EL_4424| 79 18.5
EL_4425| 13 81.9
EL_4426| 71 61.3
EL_4427| 6 14
EL_4428| 92 68.5
EL_4429| 70 45.8
EL_4430| 1 45.8
EL_4431| 29 81.9
EL_4432| 80 30.4
EL_4433| 74 56.5
EL_4434| 63 77.3
EL_4435| 32 97
EL_4436| 40 11.3
EL_4437| 89 81.9
EL_4438| 89 92.8
EL_4439| 80 36.6
EL_4440| 10 96.4
EL_4441| 23 56.6
EL_4442| 14 77.2
EL_4443| 84 42.1
EL_4444| 68 28.4
EL_4445| 82 9.2
EL_4446| 98 29.6
EL_4447| 10 18.5
EL_4448| 88 10.8
EL_4449| 66 5.3
